customer_id,age,gender,region,subscription_plan,customer_segment,account_created,customer_lifetime_value,total_sessions_last_12_months,sessions_last_30_days,avg_session_duration_minutes,days_since_last_login,support_tickets_count,payment_method,primary_device,account_age_days,monthly_revenue,total_revenue,payment_failures_count,discounts_received_count,refund_requests_count,churned,churn_probability,churn_date,churn_reason,revenue_per_session,usage_intensity,risk_score
CUST_000001,40,Male,Asia,basic,basic,2025-05-27 15:13:35.764071,32.932327293406495,131,18,23.767341047129907,20,0,paypal,mobile,122,11.118129732749374,45.21372757984745,1,0,0,1,0.615,2025-05-11 15:13:35.999469,"Price sensitivity, Found alternative",0.3425282392412686,0.6,1
CUST_000002,33,Male,Asia,standard,standard,2024-04-10 15:13:35.764071,115.21802237833207,201,18,27.610453942475175,23,1,paypal,mobile,534,22.522144909585737,400.89417939062616,0,0,0,0,0.465,,,1.9846246504486444,0.6,1
CUST_000003,42,Male,South America,basic,trial,2023-03-20 15:13:35.764071,0.0,114,7,32.84701249286765,26,0,debit_card,mobile,921,11.094393973588662,340.59789498917195,0,0,0,1,0.6100000000000001,2025-09-11 15:13:36.000396,"Price sensitivity, Found alternative",2.9617208259927996,0.23333333333333334,1
CUST_000004,53,Male,North America,standard,standard,2023-07-25 15:13:35.764071,95.66181448887718,204,23,24.5240823988302,23,0,paypal,tablet,794,21.858430654335262,578.5197979847399,0,0,0,1,0.43500000000000005,2025-04-26 15:13:36.000847,"Price sensitivity, Found alternative",2.8220477950475114,0.7666666666666667,1
CUST_000005,32,Female,North America,standard,standard,2023-03-30 15:13:35.764071,101.75173669225202,207,21,24.29565170422573,19,0,paypal,mobile,911,15.725180618334894,477.521318110103,0,0,0,0,0.43500000000000005,,,2.2957755678370337,0.7,1
CUST_000006,32,Female,South America,basic,basic,2024-02-18 15:13:35.764071,33.607016829396606,124,12,14.300694344041107,29,0,debit_card,desktop,586,11.535444699187082,225.32568645745434,0,0,0,1,0.535,2025-08-16 15:13:36.001643,"Price sensitivity, Found alternative",1.8026054916596348,0.4,1
CUST_000007,53,Male,Europe,premium,premium,2024-12-23 15:13:35.764071,446.30601990528555,282,25,9.221935947403532,15,1,credit_card,desktop,277,39.12415366597836,361.2463521825335,0,0,0,1,0.47500000000000003,2025-04-23 15:13:36.002049,"Price sensitivity, Found alternative",1.276488876970083,0.8333333333333334,1
CUST_000008,44,Female,Europe,standard,standard,2023-03-01 15:13:35.764071,124.25262732664817,229,20,44.97500093179674,4,0,bank_transfer,desktop,940,19.84586788729722,621.8371938019795,0,0,0,0,0.024999999999999994,,,2.703639973052085,0.6666666666666666,0
CUST_000009,29,Female,Asia,basic,basic,2024-11-21 15:13:35.764071,37.49397356923363,140,12,22.583220354867294,25,0,credit_card,mobile,309,10.148615283786663,104.53073742300263,0,1,0,0,0.615,,,0.7413527476808698,0.4,1
CUST_000010,41,Male,Asia,basic,basic,2024-11-29 15:13:35.764071,57.44485173343871,124,15,28.475180359052686,15,0,credit_card,mobile,301,10.511091734046076,105.46128706492895,0,0,0,0,0.615,,,0.8436902965194316,0.5,1
CUST_000011,29,Male,South America,premium,standard,2023-12-02 15:13:35.764071,162.8528570907378,214,22,14.570717381912623,23,0,debit_card,desktop,664,41.13416536937497,910.4361935088326,0,1,0,1,0.48500000000000004,2025-04-26 15:13:36.003621,"Price sensitivity, Found alternative",4.23458694655271,0.7333333333333333,1
CUST_000012,29,Female,Africa,enterprise,premium,2024-10-26 15:13:35.764071,581.1527297648959,246,20,28.69052048589968,19,1,paypal,mobile,335,96.67027517923033,1079.4847395014053,1,0,0,1,0.55,2025-08-11 15:13:36.004015,"Price sensitivity, Found alternative",4.370383560734434,0.6666666666666666,1
CUST_000013,37,Female,Asia,basic,trial,2023-02-20 15:13:35.764071,0.0,108,9,18.95281133364522,2,1,debit_card,mobile,949,9.872412213448248,312.2973063520796,1,1,0,0,0.19000000000000003,,,2.865112902312657,0.3,0
CUST_000014,18,Female,North America,basic,basic,2024-01-20 15:13:35.764071,10.16429449040659,134,14,31.29558366065836,6,0,paypal,mobile,615,10.546196962559984,216.19703773247966,0,1,0,0,0.08499999999999999,,,1.6014595387591086,0.4666666666666667,0
CUST_000015,18,Male,South America,basic,trial,2023-12-05 15:13:35.764071,0.0,94,11,42.84558888853586,14,2,debit_card,desktop,661,11.30710864900822,249.13329389981448,0,0,0,0,0.21,,,2.622455725261205,0.36666666666666664,0
CUST_000016,28,Male,North America,standard,standard,2022-12-04 15:13:35.764071,66.81646560393645,193,25,23.345759478181066,22,1,credit_card,desktop,1027,19.173580213334187,656.3755626364737,1,0,0,0,0.43500000000000005,,,3.3833791888478024,0.8333333333333334,1
CUST_000017,22,Male,North America,basic,trial,2025-02-17 15:13:35.764071,0.0,111,7,26.532940018810255,6,0,debit_card,desktop,221,9.275937528290292,68.33273979173848,0,0,0,0,0.26,,,0.6101137481405221,0.23333333333333334,0
CUST_000018,38,Male,South America,basic,basic,2023-03-31 15:13:35.764071,41.531532710127756,145,7,19.582745209528113,1,0,bank_transfer,mobile,910,10.28944341523824,312.1131169288933,0,0,0,0,0.13499999999999998,,,2.1377610748554337,0.23333333333333334,0
CUST_000019,24,Male,North America,standard,standard,2025-03-18 15:13:35.764071,108.8345398005981,223,14,7.185833499667492,29,0,debit_card,mobile,192,18.934403397268515,121.1801817425185,0,1,0,0,0.535,,,0.5409829542076718,0.4666666666666667,1
CUST_000020,18,Male,North America,standard,basic,2024-08-08 15:13:35.764071,23.90457269475972,160,14,31.152465695088786,3,0,credit_card,tablet,414,22.50588722147149,310.5812436563066,0,0,0,0,0.08499999999999999,,,1.9290760475546993,0.4666666666666667,0
CUST_000021,52,Female,North America,basic,trial,2023-04-18 15:13:35.764071,0.0,112,6,19.121011043463884,11,1,bank_transfer,mobile,892,12.330055269430567,366.6136433444022,1,1,0,0,0.16,,,3.244368525171701,0.2,0
CUST_000022,32,Female,South America,standard,standard,2024-04-02 15:13:35.764071,97.8795886820676,220,11,23.588882132007676,8,0,debit_card,mobile,542,19.718169169144055,356.24158965586923,1,0,0,0,0.08499999999999999,,,1.611952894370449,0.36666666666666664,0
CUST_000023,35,Male,Europe,standard,standard,2022-10-09 15:13:35.764071,152.24524996317274,240,8,37.09087711472758,22,0,paypal,mobile,1083,21.647213825738515,781.4644191091604,1,0,0,1,0.42500000000000004,2025-08-30 15:13:36.008405,"Price sensitivity, Found alternative",3.2425909506604165,0.26666666666666666,1
CUST_000024,18,Female,Asia,basic,basic,2024-07-23 15:13:35.764071,36.70661298698553,153,17,35.952315559283754,23,0,credit_card,desktop,430,9.562895195089883,137.068164462955,0,1,0,0,0.515,,,0.8900530159932143,0.5666666666666667,1
CUST_000025,28,Male,North America,basic,basic,2022-11-16 15:13:35.764071,15.194269677129657,118,8,23.094748103799628,14,1,credit_card,mobile,1045,11.124764214886902,387.51262015189377,0,1,0,0,0.08499999999999999,,,3.2564085727049896,0.26666666666666666,0
CUST_000026,36,Male,Asia,premium,premium,2024-02-08 15:13:35.764071,399.8776013558385,300,34,27.913744562385837,11,0,debit_card,mobile,596,41.75552894731563,829.5431750866705,0,1,1,0,0.014999999999999986,,,2.75595739231452,1.1333333333333333,0
CUST_000027,21,Male,Asia,basic,basic,2023-09-30 15:13:35.764071,14.31950502249153,130,10,17.80527615662063,26,1,debit_card,desktop,727,10.62504226895188,257.4801909842672,0,1,0,0,0.515,,,1.9654976411012763,0.3333333333333333,1
CUST_000028,39,Female,North America,standard,basic,2024-09-19 15:13:35.764071,37.49200131973494,156,10,18.748925793063474,1,0,credit_card,desktop,372,21.326147099455014,264.44422403324216,0,0,1,0,0.08499999999999999,,,1.684358114861415,0.3333333333333333,0
CUST_000029,27,Other,Europe,premium,premium,2023-09-18 15:13:35.764071,365.40399376621093,271,22,24.218909898872106,18,0,debit_card,mobile,739,45.65260356171803,1124.5758010703207,0,1,0,0,0.37500000000000006,,,4.134469856876179,0.7333333333333333,1
CUST_000030,31,Female,North America,basic,basic,2025-07-19 15:13:35.764071,41.42007587535764,141,9,19.726366622798913,13,0,paypal,desktop,69,10.208131214404128,23.478701793129492,0,0,1,0,0.185,,,0.16534297037415135,0.3,0
CUST_000031,27,Male,Africa,basic,basic,2025-01-20 15:13:35.764071,37.01691269533849,135,11,36.908885364487695,22,0,paypal,mobile,249,7.712923636272956,64.01726618106554,1,0,0,1,0.65,2025-07-22 15:13:36.012240,"Price sensitivity, Found alternative",0.47071519250783483,0.36666666666666664,1
CUST_000032,57,Female,Asia,standard,standard,2023-06-09 15:13:35.764071,179.54060809682963,209,15,11.033750341630494,23,1,bank_transfer,mobile,840,19.43139150034835,544.0789620097538,0,1,0,1,0.465,2025-04-01 15:13:36.012642,"Price sensitivity, Found alternative",2.590852200046447,0.5,1
CUST_000033,34,Male,South America,premium,premium,2023-07-02 15:13:35.764071,387.84386413474704,293,23,22.872599819344,18,2,bank_transfer,mobile,817,47.48085909973028,1293.0620628159882,0,0,0,0,0.43500000000000005,,,4.398170281687035,0.7666666666666667,1
CUST_000034,22,Female,North America,premium,premium,2025-09-13 15:13:35.764071,333.90423939478814,298,26,16.765659050432657,17,1,debit_card,desktop,13,37.01429145970207,16.039526299204233,0,0,0,1,0.685,2025-07-13 15:13:36.013401,"Price sensitivity, Found alternative",0.053643900666234895,0.8666666666666667,1
CUST_000035,44,Female,Asia,standard,standard,2023-12-16 15:13:35.764071,95.26478763731063,195,17,40.79033701092001,16,1,credit_card,desktop,650,17.03529864772749,369.098137367429,0,2,1,0,0.465,,,1.8831537620787193,0.5666666666666667,1
CUST_000036,20,Male,Asia,basic,trial,2023-01-17 15:13:35.764071,0.0,110,5,30.06465061928088,15,1,paypal,desktop,983,10.077139399989722,330.19426767299655,0,0,0,1,0.5900000000000001,2025-08-04 15:13:36.014162,"Price sensitivity, Found alternative",2.974723132189158,0.16666666666666666,1
CUST_000037,37,Female,Asia,standard,standard,2025-01-09 15:13:35.764071,77.59250436680571,206,21,38.71098813911922,3,0,credit_card,desktop,260,20.628003828536,178.7760331806453,0,0,0,0,0.16499999999999998,,,0.863652334206016,0.7,0
CUST_000038,18,Female,Africa,standard,standard,2024-10-20 15:13:35.764071,138.8333041609031,202,20,25.179699150164705,3,1,paypal,desktop,341,17.215348261528685,195.68112523937606,0,0,0,0,0.2,,,0.963946429750621,0.6666666666666666,0
CUST_000039,19,Male,Europe,standard,standard,2023-09-28 15:13:35.764071,114.09295370084729,206,13,27.174390807258423,14,0,debit_card,desktop,729,19.32326979893177,469.555456114042,0,0,0,0,0.024999999999999994,,,2.2683838459615555,0.43333333333333335,0
CUST_000040,37,Female,North America,basic,trial,2025-09-14 15:13:35.764071,0.0,95,1,25.661411151490018,27,0,debit_card,mobile,12,12.226272674637784,4.8905090698551135,0,0,1,1,0.8,2025-07-16 15:13:36.015832,"Low usage, Dissatisfaction with service",0.05094280281099076,0.03333333333333333,2
CUST_000041,43,Male,Asia,basic,trial,2023-08-21 15:13:35.764071,0.0,120,8,5.0,4,0,credit_card,mobile,767,10.197650343955358,260.7199271271253,0,0,0,0,0.19000000000000003,,,2.1547101415464898,0.26666666666666666,0
CUST_000042,37,Female,Asia,premium,premium,2024-09-23 15:13:35.764071,423.9074727490801,308,23,38.495463138337435,7,0,paypal,mobile,368,36.55057808931906,448.35375789564716,0,0,0,0,0.014999999999999986,,,1.450983035260994,0.7666666666666667,0
CUST_000043,33,Female,Europe,standard,standard,2025-06-28 15:13:35.764071,104.0136500253899,208,17,5.0,8,0,debit_card,desktop,90,23.57495759797143,70.72487279391429,0,0,0,0,0.125,,,0.33839652054504443,0.5666666666666667,0
CUST_000044,31,Female,North America,basic,trial,2024-09-15 15:13:35.764071,0.0,110,10,14.860080422090288,23,0,credit_card,desktop,376,10.098871541118813,126.57252331535578,0,0,0,0,0.56,,,1.1402930028410432,0.3333333333333333,1
CUST_000045,18,Female,Europe,basic,basic,2025-09-17 15:13:35.764071,18.00889395735529,136,21,16.525496829993003,14,0,paypal,mobile,9,11.150940679572194,3.3452822038716583,0,0,0,1,0.375,2025-06-27 15:13:36.018047,"Price sensitivity, Found alternative",0.02441811827643546,0.7,0
CUST_000046,26,Female,North America,premium,premium,2023-03-29 15:13:35.764071,276.1031108144549,309,24,39.64879914623797,17,0,bank_transfer,mobile,912,45.15037792813271,1372.5714890152344,0,3,0,1,0.385,2025-06-25 15:13:36.018474,"Price sensitivity, Found alternative",4.427649964565273,0.8,1
CUST_000047,29,Male,Europe,standard,basic,2025-07-15 15:13:35.764071,51.33972697258986,148,12,23.512704121826065,22,1,paypal,desktop,73,19.968060756435385,48.58894784065943,0,0,0,1,0.575,2025-05-23 15:13:36.019044,"Price sensitivity, Found alternative",0.3261003210782512,0.4,1
CUST_000048,47,Female,Asia,basic,trial,2023-08-03 15:13:35.764071,0.0,111,7,29.806112152485944,6,0,bank_transfer,mobile,785,10.90820003388698,285.43123422004265,0,1,0,0,0.19000000000000003,,,2.548493162678952,0.23333333333333334,0
CUST_000049,39,Male,Asia,basic,basic,2023-03-22 15:13:35.764071,25.102275980965835,138,9,5.0,11,0,credit_card,mobile,919,11.218420036734186,343.6576004586239,0,0,0,0,0.11499999999999999,,,2.4723568378318266,0.3,0
CUST_000050,18,Female,North America,basic,basic,2025-01-20 15:13:35.764071,19.613316705622704,143,14,13.416009730987604,12,1,debit_card,mobile,249,11.788484376447046,97.8444203245105,0,0,0,0,0.185,,,0.679475141142434,0.4666666666666667,0
CUST_000051,38,Male,Europe,premium,premium,2022-10-05 15:13:35.764071,387.71114958185893,268,20,21.860478130841393,8,1,credit_card,mobile,1087,36.531157461210945,1323.6456053445434,0,0,0,0,-0.024999999999999994,,,4.92061563325109,0.6666666666666666,0
CUST_000052,30,Male,North America,standard,standard,2023-05-20 15:13:35.764071,82.27976062991439,215,18,24.538380560300283,4,0,credit_card,desktop,860,18.721867820338186,536.693544183028,0,0,0,0,0.035,,,2.4846923341806852,0.6,0
CUST_000053,26,Female,North America,standard,standard,2024-09-05 15:13:35.764071,110.39951428819067,217,27,36.38910611480048,19,1,debit_card,desktop,386,18.82644553892847,242.23359926754634,0,0,0,0,0.43500000000000005,,,1.1111632993924143,0.9,1
CUST_000054,42,Male,Asia,standard,standard,2025-04-07 15:13:35.764071,96.47799373979458,201,16,5.0,15,0,credit_card,mobile,172,17.843099207335968,102.30043545539289,0,0,0,1,0.565,2025-04-05 15:13:36.022819,"Price sensitivity, Found alternative",0.5064377992841232,0.5333333333333333,1
